sentence,tags
Die Diskussion über Freigabe von Haschisch durch die Grünen ist verherend .,ART NN APPR NN APPR NN APPR ART NE VAFIN ADJD $.
"gibt es bestimmte drogenräume , herr beckstein ???","VVFIN PPER ADJA NN $, NN NE $."
Warum ist HAschisch verheerend ?,PWAV VAFIN NN ADJD $.
"Recht auf Rausch : Ein freiheitliches Grundrecht , das hierzulande verwehrt bleibt ... !","NN APPR NN $. ART ADJA NN $, PRELS ADV VVPP VVFIN $( $."
Warum ist die niederländische Politik verheerend ?,PWAV VAFIN ART ADJA NN ADJD $.
"wieso verherend , herr beckstein .","PWAV ADJD $, NN NE $."
verherend ist die ideologische drogenpolitik a la dsu,ADJD VAFIN ART ADJA NN FM FM NE
"Wollen Sie den Irrsinn nicht endlich beenden , die Alltagsdrogen Nikotin , Medikamentenmissbrauch und Alkohol zu verharmlosen und den Gebrauch von Cannabis-Produkten zu kriminalisieren .","VMFIN PPER ART NN PTKNEG ADV VVINF $, ART NN NN $, NN KON NN PTKZU VVINF KON ART NN APPR NN PTKZU VVINF $."
Wir wollen die Entkriminalisierung ...,PPER VMFIN ART NN $.
Die Schweiz macht es uns vor .,ART NE VVFIN PPER PPER PTKVZ $.
Sind die weniger klug wie wir ?,VAFIN PDS ADV ADJD KOKOM PPER $.
Kriminalisierung von Kiffern auch unter rot-grün - eine derbe Enttäuschung !,NN APPR NN ADV APPR NN $( ART ADJA NN $.
warum wird ein so grosser Unterschied gemacht zwischen Haschisch und Alkohol .,PWAV VAFIN ART ADV ADJA NN VVPP APPR NN KON NN $.
"Alkohol ist ebenso , wenn nicht noch verheerender und wird ironischerweise trotzdem von der Gesellschaft akzeptiert","NN VAFIN ADV $, KOUS PTKNEG ADV ADJD KON VAFIN ADV PAV APPR ART NN VVPP"
csu,NE
"Prävention , Repression und Hilfe auch zu dem Ausstieg sind Kernpunkte der Drogenpolitik .","NN $, NN KON NN ADV APPR ART NN VAFIN NN ART NN $."
Schweiz und Niederlande sind wichtigste Lieferländer nicht nur für ..,NE KON NE VAFIN ADJA NN PTKNEG ADV APPR $.
DAs Bundesverfassungsgericht hat soeben in einem Urteil wieder bestätigt : Der Eigenbedarf von Rauschgift ist kein Grund für einen Führerescheinentzug ...,ART NN VAFIN ADV APPR ART NN ADV VVPP $. ART NN APPR NN VAFIN PIAT NN APPR ART NN $.
"WAs ist dagegen einzuwenden ? , Herr BEckstein","PWS VAFIN PAV VVIZU $. $, NN NE"
was hat das ganze jetzt mit sicherheit zu tun ?,PWS VAFIN ART NN ADV APPR NN PTKZU VVINF $.
oder freiheit ?,KON NN $.
Haschisch sondern auch Heroin ....,NN KON ADV NN $.
Haschisch ist eine gefährliche Einstiegsdroge .,NN VAFIN ART ADJA NN $.
"Wir beiden werden die Umkehr in der Cannabis-Politik in Deutschland noch genauso erleben , wie die Anerkennung der Eingetr. Lebenspartnerschaft gekommen ist ...","PPER PIS VAFIN ART NN APPR ART NN APPR NE ADV ADV VVINF $, PWAV ART NN ART ADJA NN VVPP VAFIN $."
"Was hat Haschisch mit "" Ausstieg "" zu tun ?",PWS VAFIN NN APPR $( NN $( PTKZU VVINF $.
Eine weitere Frage an die beiden Kontrahenten auf dem virtuellen Podium : zap : Welche Freiheitsrechte dürfen auf keinen Fall durch eine schärfere Sicherheitspolitik eingeschränkt werden ?,ART ADJA NN APPR ART PIAT NN APPR ART ADJA NN $. NE $. PWAT NN VMFIN APPR PIAT NN APPR ART ADJA NN VVPP VAINF $.
Wissenschaft sagt etwas anderes !,NN VVFIN PIAT PIS $.
"Die Prävention gegenüber Alltagsdrogen ist wichtig , darf aber nicht dazu führen , weitere Drogen zu verbreiten .","ART NN APPR NN VAFIN ADJD $, VMFIN ADV PTKNEG PAV VVINF $, ADJA NN PTKZU VVINF $."
"Sie kennen sich aber ziemlich gut aus , Herr Beckstein , Schweiz und Heroin ?","PPER VVFIN PRF ADV ADV ADJD PTKVZ $, NN NE $, NE KON NN $."
""" Einstiegsdroge "" - vielleicht , weil man es in dem selben Milieu wie angeblich "" harte "" Drogen bekommt ?","$( NN $( $( ADV $, KOUS PIS PPER APPR ART ADJA NN KOKOM ADJD $( ADJA $( NN VVFIN $."
Denken Sie dabei an das Oktoberfest ?,VVFIN PPER PAV APPR ART NN $.
Heyyyyyyy !,ITJ $.
Frage beantworten !,NN VVINF $.
Ignoranten !!!!!!!,NN $.
ich habe einige zeit in den niedelanden gelebt und lebe jetzt an der grenze zu den niederlanden ( bei groningen ) .,PPER VAFIN PIAT NN APPR ART NE VVPP KON VVFIN ADV APPR ART NN APPR ART NE $( APPR NE $( $.
die niederländer bedauern heute ihre entscheidung die freigabe von haschisch .,ART NN VVFIN ADV PPOSAT NN ART NN APPR NN $.
wie soll es mit uns werden ?,PWAV VMFIN PPER APPR PPER VAINF $.
wir liegen in der mitte europas und drogen werden noch stärker durch unser land wandern .,PPER VVFIN APPR ART NN NE KON NN VAFIN ADV ADJD APPR PPOSAT NN VVINF $.
ZU 237 : ...,APPR CARD $. $(
Zu zap : Die Freiheit des Einzelnen ist ein heiliges Gut in unserer Demokratie .,APPR NE $. ART NN ART NN VAFIN ART ADJA NN APPR PPOSAT NN $.
Einschränkungen bei unserer Verfassung gibt es mit uns nicht,NN APPR PPOSAT NN VVFIN PPER APPR PPER PTKNEG
Verhältnismässigkeitsprinzip hat höchsten Rang .,NN VAFIN ADJA NN $.
"Der Grundrechtskatalog ist unser Maßstab , aber auch mehr an die Opfer von Kriminalität denken .","ART NN VAFIN PPOSAT NN $, KON ADV ADV APPR ART NN APPR NN VVINF $."
Es gibt auch eine Zeit vor der Gefährdung .,PPER VVFIN ADV ART NN APPR ART NN $.
Was kann Prävention leisten .,PWS VMFIN NN VVINF $.
Tmachui fragt : Nach dem 11. September wird viel über die Präventionsstrategien nachgedacht .,NE VVFIN $. APPR ART ADJA NN VAFIN PIS APPR ART NN VVPP $.
Sehen Sie Gefahren für den Rechtsstaat und Demokratie aufgrund zunehmender Befugnisse des Staates in individuelle Rechte einzugreifen ?,VVFIN PPER NN APPR ART NN KON NN APPR ADJA NN ART NN APPR ADJA NN VVIZU $.
"Herr Beckstein , sie werden zugeben müssen , daß München eine der Drogenhochburgen Deutschlands ist ?","NN NE $, PPER VAFIN VVINF VMINF $, KOUS NE ART ART NN NE VAFIN $."
Was ist an Ihrer Politik fehlgeschlagen ?,PWS VAFIN APPR PPOSAT NN VVPP $.
"Zu 246 : Außer bei dem Recht auf freie Verfügungsgewalt über den eigenen Körper , Stichwort wieder : Recht auf Rausch !","APPR CARD $. APPR APPR ART NN APPR ADJA NN APPR ART ADJA NN $, NN ADV $. NN APPR NN $."
Ergänzung zu 247 : Zu Die Freiheit des Kriminellen muss eingeschränkt werden .,NN APPR CARD $. APPR ART NN ART NN VMFIN VVPP VAINF $.
"Bin froh , dass die Bundesregierung in ihrem jährlichen Sicherheitsbericht vor allem auf die Prävention abhebt","VAFIN ADJD $, KOUS ART NN APPR PPOSAT ADJA NN APPR PIS APPR ART NN VVFIN"
@lukas : da kenne ich andere niederländer,NE $. ADV VVFIN PPER ADJA NN
Zu 248 : Nein .,APPR CARD $. PTKANT $.
248 : Einige der Befugnisse für die Dienste in dem Sicherheitspaket haben wir bewußt zeitlich befristet .,CARD $. PIS ART NN APPR ART NN APPR ART NN VAFIN PPER ADJD ADJD VVPP $.
"So können wir schauen , ob sie noch notwendig sind .","ADV VMFIN PPER VVINF $, KOUS PPER ADV ADJD VAFIN $."
Drogen und Doping liegen eng beieinander : GIbt es Pläne HErrn BEcksteins für eine zkünftige Sportpolitik ?,NN KON NN VVFIN ADJD ADV $. VVFIN PPER NN NN NE APPR ART ADJA NN $.
"Nach dem 11. September 2001 , Sicherheitspaket I und II etc. stellt sich dringlicher als je die Frage : Wer kontrolliert die Kontrolleure ?","APPR ART ADJA NN CARD $, NN CARD KON CARD ADV VVFIN PRF ADJD KOKOM ADV ART NN $. PWS VVFIN ART NN $."
Bitte Herr Beckstein zuerst .,ADV NN NE ADV $.
"Zu 257 : Dienstaufsicht , Parlament , Gerichte ....","APPR CARD $. NN $, NN $, NN $."
und Öffentlichkeit .,KON NN $.
Daran hat sich nichts geändert .,PAV VAFIN PRF PIS VVPP $.
Endlich gibt es starke Kontrollrechte in dem Parlament .,ADV VVFIN PPER ADJA NN APPR ART NN $.
Wie sieht es in dem bayr. Landtag aus ?,PWAV VVFIN PPER APPR ART ADJA NN PTKVZ $.
Die Oppositionspartei Grüne darf nicht kontrollieren !,ART NN NE VMFIN PTKNEG VVINF $.
Jeder nach seinen Fähigkeiten und Stärken .,PIS APPR PPOSAT NN KON NN $.
haben sie beide mal erlebt wie es ist auf einem schulhof voller fixerspritzen und kiffenden schülern zu sein ?,VAFIN PPER PIS ADV VVPP PWAV PPER VAFIN APPR ART NN APPR NN KON ADJA NN PTKZU VAINF $.
Ein tolles Demokratieverständnis Herr Minister !,ART ADJA NN NN NN $.
""" Wer kontrolliert die Kontrolleure "" - richtig .",$( PWS VVFIN ART NN $( $( ADJD $.
"Aber daran sieht man auch , auf welcher Basis das ganze System beruht - Mißtrauen statt Vertrauen .","KON PAV VVFIN PIS ADV $, APPR PWAT NN ART ADJA NN VVFIN $( NN APPR NN $."
"Jeder ist ein potenzieller Verbrecher , auch sie , Herr Özdemir und Herr Beckstein !","PIS VAFIN ART ADJA NN $, ADV PPER $, NN NE KON NN NE $."
Wie von dem Verfassungsgericht bestätigt .,KOUS APPR ART NN VVPP $.
Macht es nicht besser,VVFIN PPER PTKNEG ADJD
"DAs Bundesverfassungsgericht rechnet , so Herr Papier , in einem Spiegel-Interview diesen Montag , mit einer Konfrontation zwischen Freiheit und Sicherheit in zukünftigen Verfassungsbeschwerden - will der GEsetzgeber dies dem Gericht überlassen ?","ART NN VVFIN $, ADV NN NE $, APPR ART NN PDAT NN $, APPR ART NN APPR NN KON NN APPR ADJA NN $( VMFIN ART NN PDS ART NN VVINF $."
@Lukas : Aber du hast das bestimmt schon oft erlebt ...,NE $. KON PPER VAFIN PDS ADJD ADV ADV VVPP $.
Noch einmal die Frage .,ADV ADV ART NN $.
Die Union will ein Sicherheitspaket III : Reichen nicht die bisherigen Gesetze aus .,ART NN VMFIN ART NN CARD $. VVFIN PTKNEG ART ADJA NN PTKVZ $.
Werden Sie vielleicht nur nicht konsequent genug angewandt ? **,VAFIN PPER ADV ADV PTKNEG ADJD ADV VVPP $. $(
"Vollzug muss perfektioniert werden aber es verbleiben gesetzliche Lücken , die wir uns nicht leisten können ...","NN VMFIN VVPP VAINF KON PPER VVFIN ADJA NN $, PRELS PPER PRF PTKNEG VVINF VMFIN $."
Die Union wird immer neue Sicherheitspakete fordern .,ART NN VAFIN ADV ADJA NN VVINF $.
Ihr Konzept beschränkt sich leider weitgehend auf Gesetzesverschärfungen .,PPOSAT NN VVFIN PRF ADV ADJD APPR NN $.
Haben Sie Herr Beckstein auch Gelder erhalten ?,VAFIN PPER NN NE ADV NN VVPP $.
Dass wir von Sicherheit etwas verstehen - in dem Unterschied zu den Grünen - ist Allgemeingut .,KOUS PPER APPR NN PIS VVFIN $( APPR ART NN APPR ART NE $( VAFIN NN $.
"Allgemein ja , aber gut ?","ADJD PTKANT $, KON ADJD $."
Von Unterdrueckung aber nicht Sicherheit,APPR NN KON PTKNEG NN
"In Bayern lebt man sicher und frei , deswegen fühlen sich so viele Menschen bei uns wohl , auch Ausländer .","APPR NE VVFIN PIS ADJD KON ADJD $, PAV VVFIN PRF ADV PIAT NN APPR PPER PTKVZ $, ADV NN $."
Liebe Podiumsgäste !,ADJA NN $.
Die Zeit für das erste tacheles.02spezial Duell ist leider bereits abgelaufen .,ART NN APPR ART ADJA NE NN VAFIN ADV ADV VVPP $.
"Wir bedanken uns in dem Namen von tagesschau.de , WAHLTHEMEN.DE und politik-digital.de für Ihre Teilnahme sowie die vielen Fragen und Kommentare .","PPER VVFIN PRF APPR ART NN APPR NE $, NE KON NE APPR PPOSAT NN KON ART PIAT NN KON NN $."
"Herzlichen Dankbesonders an Herrn Minister Dr. Günther Beckstein und Cem Özdemir für Ihre Bereitschaft , an diesem "" virtuellen Podium "" teilzunehmen .","ADJA NN APPR NN NN NN NE NE KON NE NE APPR PPOSAT NN $, APPR PDAT $( ADJA NN $( VVIZU $."
"Wir hoffen , dass es auch für Sie interessant war !","PPER VVFIN $, KOUS PPER ADV APPR PPER ADJD VAFIN $."
"Wer Interesse hat , weiter zu diskutieren , ist herzlich eingeladen , an dem Debatten-Forum zu dem Thema : "" Sicher oder frei ? "" bei WAHLTEHMEN.DE teilzunehmen .","PWS NN VAFIN $, ADV PTKZU VVINF $, VAFIN ADJD VVPP $, APPR ART NN APPR ART NN $. $( ADJD KON ADJD $. $( APPR NE VVIZU $."
BAyern ist nicht BErlin,NE VAFIN PTKNEG NE
"Herr Beckstein , wieso fehlt ihnen das Urvertrauen in den Menschen ?","NN NE $, PWAV VVFIN PPER ART NN APPR ART NN $."
"Was ist bei ihnen schiefgelaufen , daß sie so ein Misanthrop sind ?","PWS VAFIN APPR PPER VVPP $, KOUS PPER NE ART NN VAFIN $."
BAyern ist nicht BErlin,NE VAFIN PTKNEG NE
"zu 275 : der war jetzt weniger witzig , cem ...","APPR CARD $. PDS VAFIN ADV ADV ADJD $, NE $."
"Zu 277 : Ja , vor allem die Abgeschobenen !!!","APPR CARD $. PTKANT $, APPR PIS ART NN $."
An alle Chat-Teilnehmer besten Dank .,APPR PIAT NN ADJA NN $.
"Bis zu dem nächsten "" Treffen "" Herr Beckstein .",APPR APPR ART ADJA $( NN $( NN NE $.
"Nach vielen gem. Streitgesprächen war dies unser erster Chat , wenn ich mich nicht irre .","APPR PIAT ADJA NN VAFIN PDS PPOSAT ADJA NN $, KOUS PPER PRF PTKNEG VVFIN $."
Hoffe es war auch für die Chatter interessant .,VVFIN PPER VAFIN ADV APPR ART NN ADJD $.
Dank auch an die Veranstalter .,NN ADV APPR ART NN $.
Ciao,ITJ
bei dem ertsen umzug hat nur einer deutsch gesprochen,APPR ART ADJA NN VAFIN ADV PIS NN VVPP
heya Asja :),ITJ NE EMO
dennoch würde ich mir bei kreativität nicht mehr als ne 2 geben,ADV VAFIN PPER PRF APPR NN PTKNEG ADV KOKOM ART NN VVINF
marc30 hat nen Vollschaden und übersteht den Nachmittag ohne Probleme :),NE VAFIN ART NN KON VVFIN ART NN APPR NN EMO
hallo shadok :-),ITJ NE EMO
handwerklich kann ich selber,ADJD VMFIN PPER ADV
Lantonie gibt Emon auch eine eins in Einfallsreichtum .,NE VVFIN NE ADV ART NN APPR NN $.
:)),EMO
* g * @ marc,$( ITJ $( APPR NE
lach marc,VVIMP NE
"naja , dann heisst es wohl mal rumtelefonieren und nachfragen da umzugsfiormen selten in dem i8nternet stehen @zora","ITJ $, ADV VVFIN PPER ADV ADV VVINF KON VVINF KOUS NN ADJD APPR ART NN VVFIN NE"
klar zora,ADJD NE
vollschaden gleich totalschaden marc ?,NN KOKOM NN NE $.
na okay ... * 1 an die stirn bapp *,ITJ PTKANT $( $( CARD APPR ART NN VROOT $(
die stehen da schona ber ohne preise,PDS VVFIN ADV ADV KON APPR NN
"aber wie kommst e mit den 1,51 an die lampen und hängeschränke ?? :;-))",KON PWAV VVFIN PPER APPR ART CARD APPR ART NN KON NN $. EMO
leiter,NN
* g *,$( ITJ $(
Hab schon ne richtig dicke Beule um den bauchnabel rum ...,VAFIN ADV ART ADV ADJA NN APPR ART NN APZR $.
auserdem bin ich größer !,PAV VAFIN PPER ADJD $.
"marc , die beuel um den bauchnabel nennt sichplauze","NE $, ART NN APPR ART NN VVFIN NN"
;),EMO
"Ach , die eins ist dir wohl egal , emon . * wieder weg nehm *","ITJ $, ART NN VAFIN PPER ADV ADJD $, NE $. $( ADV PTKVZ VROOT $("
* pöööh ruf *,$( ITJ VROOT $(
eine beule ??,ART NN $.
wie kommst e an die sprossen ??,PWAV VVFIN PPER APPR ART NN $.
an dem nabel ??,APPR ART NN $.
"Danke Emon , war mir grad entfallen ....","PTKANT NE $, VAFIN PPER ADV VVPP $."
* hmpf *,$( ITJ $(
so ein bierbauch ??,ADV ART NN $.
:),EMO
:),EMO
* kopf kratz *,$( NN VROOT $(
"mit stützrädchen , quaki","APPR NN $, NE"
"klar , nen richtig dicken :)","ADJD $, ART ADV NN EMO"
* gähn * noch 15 kostbare minuten bis zu der mittagspause,$( VROOT $( ADV CARD ADJA NN APPR APPR ART NN
quaki ist sicher in der mauser .,NE VAFIN ADJD APPR ART NN $.
* fett bin *,$( ADJD VROOT $(
wb stoeps,ITJ NE
* vermutung äusser *,$( NN VROOT $(
* schwabbel *,$( VROOT $(
* festbind *,$( VROOT $(
öhöööööö *,ITJ $(
Lantonie heiratet Thor ....,NE VVFIN NE $.
re stoerps,ITJ NE
:)),EMO
Lohnt das ?,VVFIN PDS $.
stoeps ist etwas unstetig * gg *,NE VAFIN ADV ADJD $( ITJ $(
hi stoeps,ITJ NE
* korsett such *,$( NN VROOT $(
Nein .,PTKANT $.
"Aber , immerhin , ein Landsmann .","ADV $, ADV $, ART NN $."
reee :-),ITJ EMO
Das ist selten genug .,PDS VAFIN ADJD ADV $.
ui lanto * gg *,ITJ NE $( ITJ $(
"kommt drauf an , wieviel geld thor hat ;)","VVFIN PAV PTKVZ $, PWAT NN NE VAFIN EMO"
lantonie heiratet thor ??,NE VVFIN NE $.
Ich verdiene mein eigenes Geld .,PPER VVFIN PPOSAT ADJA NN $.
juhuuuuuu,ITJ
quaki ?,NE $.
wos ? * eifersüchtel * @lanto,PWS $. $( VROOT $( NE
"Genau , Lanto ist selbstständig","ADJD $, NE VAFIN ADJD"
lanto ist ne gute partie,NE VAFIN ART ADJA NN
Es gibt Entenbraten zu der Hochzeit .,PPER VVFIN NN APPR ART NN $.
umso besser lanto * gg *,ADV ADJD NE $( ITJ $(
ich hab nämlich keins,PPER VAFIN ADV PIS
stoeps heiratet lanto,NE VVFIN NE
Emon heiratet seinen intellekt ...,NE VVFIN PPOSAT NN $.
Dafür kann se nich kochen ;p,PAV VMFIN PPER PTKNEG VVINF EMO
emon kocht ?,NE VVFIN $.
Ich kann kochen !!,PPER VMFIN VVINF $.
* frechheit *,$( NN $(
"oh nein , er verweigert mir die gefolgschaft","ITJ PTKANT $, PPER VVFIN PPER ART NN"
Shadok heiratet quaki ...,NE VVFIN NE $.
in den niederlanden will sich doch jetzt ne studentin selber heiraten,APPR ART NE VMFIN PRF ADV ADV ART NN ADV VVINF
Ich kann sogar sehr gut kochen !,PPER VMFIN ADV ADV ADJD VVINF $.
lanto ?,NE $.
vor wut ? * G *,APPR NN $. $( ITJ $(
* allerhand *,$( ADV $(
* schimpf *,$( VROOT $(
rehi,ITJ
* shadok böse anguck *,$( NE ADJD VROOT $(
ich kann besser kochen * gg *,PPER VMFIN ADJD VVINF $( ITJ $(
reee mieze .,ITJ NE $.
"zora , das ist ne aktionskünstlerin","NE $, PDS VAFIN ART NN"
hi mieze,ITJ NE
"wer es sich selber machen kanmn , kann sich auch selber heiraten","PWS PPER PRF ADV VVINF VMFIN $, VMFIN PRF ADV ADV VVINF"
"Ja , geht denn das zora ?","ITJ $, VVFIN ADV PDS NE $."
lanto mag stoeps net heiraten,NE VMFIN NE PTKNEG VVINF
Thor ... ist großgrundbesitzer und hat ein haus,NE $( VAFIN NN KON VAFIN ART NN
die muss sowas machen wegen pr,PDS VMFIN PIS VVINF APPR NN
;),EMO
.. und verkauft sie dann an polnische Einwanderer ... für gutes Geld ;p,$( KON VVFIN PPER ADV APPR ADJA NN $( APPR ADJA NN EMO
ist ne gespaltene Persönlichkeit ...,VAFIN ART ADJA NN $.
toller Spruch,ADJA NN
tag miez,ITJ NE
"Lantonie mag doch nur einen Mann haben , stoeps .","NE VMFIN ADV ADV ART NN VAINF $, NE $."
mist,ITJ
* mutier *,$( VROOT $(
tadaaaa,ITJ
hallo Emon,ITJ NE
* remiezmiez *,$( ITJ $(
* g *,$( ITJ $(
remarcmarc,ITJ
"Und , mit zora habe ich eine dreckige Affaire haben wir beschlossen .","KON $, APPR NE VAFIN PPER ART ADJA NN VAFIN PPER VVPP $."
:))),EMO
Thor ... läßt sich nicht haben,NE $( VVFIN PRF PTKNEG VAINF
oder eine Frau ? * hoffnung schöpf *,KON ART NN $. $( NN VROOT $(
* lach *,$( VROOT $(
juhuu auch gut * sss *,ITJ ADV ADJD $( ITJ $(
ich denke zora ist deine mama,PPER VVFIN NE VAFIN PPOSAT NN
zora du alte lesbe * g *,NE PPER ADJA NN $( ITJ $(
was denn nun ?,PWS ADV ADV $.
Lantonie ist schnell weg .,NE VAFIN ADJD ADV $.
:)),EMO
* wink *,$( VROOT $(
"Thor , das ist falsch ..","NE $, PDS VAFIN ADJD $."
Es muss heissen : Thor will man nicht haben,PPER VMFIN VVINF $. NE VMFIN PIS PTKNEG VAINF
wir sind ne verlotterte familie * g *,PPER VAFIN ART ADJA NN $( ITJ $(
bye,ITJ
Emon gibt lanto und zora seife,NE VVFIN NE KON NE NN
boa mieze,ITJ NE
ich bin net alt thor !,PPER VAFIN PTKNEG ADJD NE $.
umzugswagen sind in der woche billiger zora,NN VAFIN APPR ART NN ADJD NE
"ja , Thor ?","PTKANT $, NE $."
zora is nich lesbisch ... sie mag auch männliche bierdosen,NE VAFIN PTKNEG ADJD $( PPER VMFIN ADV ADJA NN
* l *,$( ITJ $(
* nick * bochum,$( VROOT $( NE
Faryen-Angle will auch los,NE VMFIN ADV ADV
"ich bin halt ein sein typ , kein haben typ","PPER VAFIN ADV ART VAINF NN $, PIAT VAINF NN"
"ohne kilometer wäre prima , die hauen halt so rein","APPR NN VAFIN ADJD $, PDS VVFIN ADV ADV PTKVZ"
Bye faryen,ITJ NE
aha . Thor * gg *,ITJ $. NE $( ITJ $(
bis bald ...,APPR ADV $.
cya faryen,ITJ NE
Thor ... empfiehlt fromm als lektüre und günther anders,NE $( VVFIN NE KOKOM NN KON NE NE
und was soll das genau heissen ?,KON PWS VMFIN PDS ADJD VVINF $.
dreh die tachowelle ab :-)),VVIMP ART NN PTKVZ EMO
bün ich nu schon vörheuratet ??,VAFIN PPER ADV ADV ADJD $.
marc ?,NE $.
oder fahr rückwärts ....,KON VVIMP ADV $.
aha .. den Günther also anders ..,ITJ $( ART NE ADV ADV $.
Wie denn ?,PWAV ADV $.
"zora , verkauf doch alles was du hsat und kauf dafür neues für deine buzze .","NE $, VVIMP ADV PIS PRELS PPER VAFIN KON VVIMP PAV NN APPR PPOSAT NN $."
sparst e den umzug,VVFIN PPER ART NN
"ja , schdöbbs ?","PTKANT $, NE $."
;),EMO
* zwick *,$( VROOT $(
super bochum * lach *,ADJD NE $( VROOT $(
* g *,$( ITJ $(
aua,ITJ
:-P,EMO
und privates und bücher und so ?,KON NN KON NN KON ADV $.
/ ig schdöbbs,$( ITJ NE
oder kauf was für 100 euro in dem parktiker,KON VVIMP PIS APPR CARD NN APPR ART NE
ach ja .. zora ..,ITJ PTKANT $( NE $.
Herzlichen Glückwunsch noch nachträglich :o),ADJA NN ADV ADJD EMO
danke mieze :),PTKANT NE EMO
* pieks *,$( VROOT $(
* autsch *,$( ITJ $(
nu hat schtöps mich auch erwischt,ADV VAFIN NE PPER ADV VVPP
dann kannst nne leihwagen haben,ADV VMFIN ART NN VAINF
boah ... ich bekomm echt augenkrebs von bochum ... * augen reib *,ITJ $( PPER VVFIN ADJD NN APPR NE $( $( NN VROOT $(
Tagchen,ITJ
stoeps fuchtelt mal bissel mit der nadel rum,NE VVFIN ADV ADV APPR ART NN PTKVZ
"Emon , ne Sonnenbrille hilft * g *","NE $, ART NN VVFIN $( ITJ $("
ich auch aba bei mir ändert er nix der bochum,PPER ADV KON APPR PPER VVFIN PPER PIS ART NE
"können wir den Club der gezwickten aufmnachen , quaki","VMFIN PPER ART NN ART NN VVINF $, NE"
ich von dem has emon * g *,PPER APPR ART NE NE $( ITJ $(
echt bochum ? hmmm,ADJD NE $. ITJ
hasv,NE
* stocher *,$( VROOT $(
hallöchen Diddlchen,ITJ NE
Hallooo .,ITJ $.
hello sternchen,ITJ NE
Hi mieze,ITJ NE
zwickizwackimarc30quaki,ITJ
"Hey , hallo Sternchen . * lächel *","ITJ $, ITJ NE $. $( VROOT $("
Bochum ändert nix,NE VVFIN PIS
hi stern,ITJ NE
TomcatMJ weicht mal stoeps's nadel aus ...,NE VVFIN ADV NE NN PTKVZ $.
Hi Sususte,ITJ NE
na erdbeere alles bestens ?,ITJ NE PIS ADV $.
hsv heisst dat,NE VVFIN PDS
Nususte,ITJ
"öhm , sternchen bin ja ich ... * verwirrt guck *","ITJ $, NE VAFIN ADV PPER $( $( ADJD VROOT $("
tach nss,ITJ NE
jep bist dudu,PTKANT VAFIN PPER
"Hallo Thor ,","ITJ NE $,"
Hi engelchen :),ITJ NE EMO
keine chance tom ... dich stocher ich als erstes damit aus dem chat,PIAT NN NE $( PPER VVFIN PPER KOKOM PIS PAV APPR ART NN
* g *,$( ITJ $(
ja immer noch pharao,PTKANT ADV ADV NE
hi ihr süßen,ITJ PPER NN
was tun,PWS VVINF
mittagspause ;O),NN EMO
bye ihrs,ITJ PPER
"Also , nchmal : Hallo Erdbeerchen . :-)","ADV $, ADV $. ITJ NE $. EMO"
und tschüssi,KON ITJ
* ggg *,$( ITJ $(
na denn,ITJ ITJ
* auf den baum wieder raufflitz damit stoeps nich hinterherkann zu dem pieksen *,$( APPR ART NN ADV VROOT KOUS NE PTKNEG VMFIN APPR ART NN $(
alles prima,PIS ADJD
auch off geh,ADV ADV VROOT
ehefrauen sind wie essen in der kantine,NN VAFIN KOKOM NN APPR ART NN
bye asja,ITJ NE
Bye leutz,ITJ NN
ist das schnell,VAFIN PDS ADJD
re Happy,ITJ NE
in beiden stochert man lustlos herum,APPR PIS VVFIN PIS ADJD PTKVZ
* häng *,$( VROOT $(
Bochum wird schlecht,NE VAFIN ADJD
re :-),ITJ EMO
Hallo Bochum,ITJ NE
quaki wirft schtöps nach oben,NE VVFIN NE APPR ADV
Erdbeere$ ist ein Stern in dem Erdbeerkosmos,NE VAFIN ART NN APPR ART NN
haaly happo,ITJ NE
* g +,$( ITJ $(
tschööö dollar-erdbeere und andere,ITJ NE KON PIS
* ast mit stoeps dran brechen seh *,$( NN APPR NE PAV VVINF VROOT $(
